영화제목,영화링크,평점,댓글
아가씨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=123519&target=after,10,
위대한 쇼맨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=106360&target=after,10,또 재개봉 해주시면 안될까요..제발요 그냥 최고임 ㅜㅜ
카오산 탱고,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174261&target=after,10,"여행은 꿈도 못 꾸는 올해에 혼영하러 가서 여행 한 편 보고왔습니다. 태국 카오산의 아름다운 모습에 스토리를 입힌듯한 영화였습니다. 스토리가 혁신적이고 반전있고 액션이 있는건 아니지만 충분히 몰입해서 볼 수 있으면서 또 마음 편하게 혼자 보고 올 수 있었습니다. 영상미가 돋보이는 영화고 주인공 하영과 지하 둘 다 영화에 맞게 잘 연기해준것 같습니다.  할리우드나 국내 큰 영화사에서 제작한 영화들에 비하면 퀄리티적인 면에서 밀리는것이 어떻게 보면 당연하지만 꼭 언젠가는 독립영화에도 대중들의 관심이 집중되는 날이 왔으면 좋을것 같네요. 넷플릭스, 왓챠 등에 풀린다면 재관람할 마음이 있습니다."
폼포코 너구리 대작전,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=22749&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"원래 여기평점 안믿지만, 특히 북한소재는 절대 믿을게 못됨.영화를 영화로 안보고 한심한 짓 하는인간들은 평생 그렇게 살거같음..난 재밌게봄"
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,7,그냥 저냥 그랬어요자동차씬이 괜찮았는데 너무 CG티가 많이 나는거 같아... 좀 아쉬웠어요
주토피아,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=130850&target=after,10,단연컨대 쥬토피아는 최고의 애니입니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,너무재밌어요 강추강추ㅎ
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,8,평들 보고 하도 기대를 안해서 그런지 생각보다 재밌게 봤어요. 설정파괴나 신파가 좀 있는데...갠적으로 신과함께보다 괜찮았어요ㅎㅎ 신과함께 언급해서 죄송한데 신과함께는 천만영화였어도 돈이 아까웠는데 반도 일단 액션때매 돈은 안아까웠어요.기대했던 것보단 재밌게 봤어요. 다만 마지막 오분?십분?쯤에 스토리....좀...네....
언노운 걸,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=150372&target=after,10,"고레에다 감독의 최고작인 '디스턴스'와도 견줄 위상인 다르덴 형제의 탁월한 대표작. 로제타와 아들을 예행연습 삼고 자전거 탄 소년에서 드디어 피어나기 시작한 성찰의 예리함이 최고조로 만개해 절정으로 무르익은 통찰을 내뿜는다. 인간 죄의식의 밑바탕을 도려낸 이 전율적인 작품은 두말할 것 없이 시네필들이 인정하는 다르덴 최고 최후의 명작이자, 21세기에 우뚝 서는 마스터피스이다. 모든 감정선이 교차 끝에 최고조에 도달하는 순간 돌출하는 ""팰리시예요..."" 이 대사는, 가히 영화사상 가장 쩌렁한 울림을 주는 한마디이자 저 ""로즈버드""에도 필적하는 기적의 워딩일 것이다."
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,알바생들 많네ㅋㅋ강철비1  봤으면 2는 기본으로 봐주는 센스!
천로역정: 천국을 찾아서,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183836&target=after,10,소망을 잃지말고 믿음으로 인내를 가지고 좁은길로 나아갑시다. 믿음의 동역자들과 함께....
마루 밑 아리에티,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=73301&target=after,8,아줌마개극혐사이코패스같음ㅡㅡ
미녀와 야수,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=136872&target=after,8,영상미 이뿜영화관 가서 봤으면 더 좋았을듯 ㅜㅜ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,음..별로입니다.내 마음의 별로 말고 진짜 별로요
너의 이름은.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=150198&target=after,10,
시간을 달리는 소녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=63513&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,현 상황을 영화적 상상으로 풀어 나감. 허구라기엔 개연성이 높아서 몰입됨. 국뽕이니 이런 말로 폄하해서는 안 될 영화. 보고나서 결정해도 괜찮지 않을까요? 정우성씨 연기 이렇게 잘했나요??
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,4,재미있었어요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,그냥 빨갱이 영화 한심하다
서바이벌 패밀리,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=159645&target=after,9,좋은 주제 였지만 스토리가 약간 밋밋한건 아쉬운것같았다. 그래도 재밌있고 좋은 영화인것같았다!
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,정치영화좀 그만 만들면 안되나 ㅋ
세인트 주디,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168051&target=after,10,"스스로 생각하기를 포기하고 남들하는대로 따라하는 사람들, 겸손과 양보가 미덕이라는 생각이 뿌리박힌 현재흐름에 맞지않는 우리나라의 낡은 관념에 익숙한 사람들을 위한영화"
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,재미와 감동이었습니다. 다시봐도 질리지 않는 영화
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,꼭 한국영화들은 억지감동 넣드라.. 장르가 스릴러 액션 호러면은 걍 그것만 하세요 제발. 굳이 넣을라고 하니 스토리가 개판이잖아
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,억지스러운 설정과 국뽕은 손발이 오글거리게 만들지만 잠수함씬은 긴장감 있는듯. 개인적으로 7점 주고싶은데 1점이 너무많아 평균조정
범털,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193801&target=after,10,
론 서바이버,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=92069&target=after,4,마크월버그는 출연하는 영화마다 대사하나 날리고 헉헉거리고 또 대사하나 날리고 헉헉거리고 연기가죄다 똑같음
캐빈 인 더 우즈,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=68587&target=after,1,와 씨...유튜브짤만보고왔다가 시간낭비했네
카오산 탱고,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174261&target=after,10,상처를 이겨내기 보다  상처를 받아들일 수 있는 사람으로 성장하길. 이런 서사와 감정을 태국이란 배경 안에 잘 녹여냈다. (별점 낮게 준 사람들 하나같이 유튜브 브이로그에 빠져 계신건가요? 유튜브 브이로그가 영화를 대신 할 수 있다고 진정으로 생각들 하시는지.. )
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,7,정말다른말다필요없다 그냥 분노의질주에 좀비가 따라오는거뿐이다 재미가없는건아니다 그렇다고 스토리가 뻔한것도아니다 근데 중간중간껴있는 그 애 rc카 조작하는거부터해서 이해하지못할 이상한걸 껴맞춰놨다 정말 집에서할거없다 하면 보러가세요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"솔직히 감동까진아니여도 배우들의 열연과 잠수함 스토리 ㅠㅜ꿀잼 오히려 평점 낮게주신분들이 알바아닌가,, 핵노잼까진 아니였음"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,"와...진짜 이건 뭐,,할말이 없습니다..."
인셉션,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=52515&target=after,10,
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,꼬우면 니들이 만들어보든가
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,무슨 국뽕영화에 미국대통령 모자란컨셉 만들고 영화에 진정성도 없고 무슨 한국 대통형 북한 대통령 캐스팅도 안맞고 마지막 잠수함은 헌터킬러 영화 표절햇나... 와 진짜 최악 노잼 돈아깝다 평점 사기임
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,음 ㅠ 부산행을 기대하고 보면안된다는건 사실 ㅠ억지스러움이 있는것도사실인데액션장면 하나는 진짣짱
키싱 부스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184520&target=after,8,"개인적으로 키싱부스1 보다 더 재미있었던것같아요 마지막에 전학생이랑 되길 바랬는데 안되서 좀 아쉽네요,,"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,내가 처음으로 영화리뷰남겨본다1편 재밌게 봐서 기대하고 봤는데현 정부 미화시키면서 사회주의사상 주입시키는 영화도 아니고 아 맞구나미국대통령을 무슨 코미디언처럼 그려놓고김정은이 유연석?ㅋㅋ 문재인이 정우성?ㅋㅋ 남북한대통령만 멋있게 묘사하고이번 영화보고 정우성 역시 정치성향 잘 알았고 마지막 엔딩크레딧에서도 보통 크레딧때 불켜주는데 불도 안키더라 끝까지 보게하려고내가 국문학배우면서 교양으로 들은 북한문학 보는줄 알았다 21세기에 이딴식으로 사상주입을 시키려고하네 무슨 진심 이 영화보고 나라가 개썩었구나 라는걸 느꼈다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,대한민국을 둘러싼 복잡한 외교 상황을 잘 표현한 것 같네요
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,좋은배우에 평타만치는 스토리라면 그나마 반은갈텐데웹소설 초보작가가 차라리나을듯
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,반응이 별로네 나만 재밌었나? ... 올해 본 영화 중에 제일 괜찮았는데 ...
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,좋은배우들을 똥같은영화에싸서 드셔보세요어때유? 그래봤자 똥이에유
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,여러모로 연기빼고 노답인 영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,영화 그냥 루즈하구요 온갖 쓸데없는 정치얘기;; 120분동안 자고 마지막10분봤네요 그나마 4점인이유는 잠수함에서의 마지막전투가 그나마나아서 4점드리는겁니다 진짜 영화 전체로보면1점도 아까운영화 좋은배우들 이렇게 썩혀먹는거 그만합시다
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,7,"좀비+# 소재의 콜라보 나름 신선했다. 개연성 , 스토리 탄탄함에 대함 아쉬움이 남는다. 어떤 메시지와 교훈을 던지는지는 알겠다,"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,원작에 비하여 좀 부족한 느낌이었어요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,유연석이 김정은이라니! 장난하냐! 보는 내내 정말 어차구니가 없었다. 정말 코로나라 새영화가 없어서 봤다.
암살,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=121048&target=after,10,라인업도 씹오지는데 내용은 더씹오짐
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,이이야기는예로부터 지금까지
디지몬 어드벤처 라스트 에볼루션 : 인연,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192613&target=after,10,디지몬 세대라면 꼭 한번 보시는것을 추천합니다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,흥미로운 주제를 잘 조명했다.
표적,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=106547&target=after,10,윤총경과 현재경찰들이 봐야할영화
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,5,자동차 추격 장면만 돋보인다
그랑블루,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=11290&target=after,7,"극후반으로 갈수록 실망스러움. 균형감있고 평온했던 관계를 끝까지 이어가지못한 실망감. 메욜의 죽음으로 극적효과를 만들었으나 그 이후 억지스러웠다. 자크의 이기적인 모습, 끝까지 그를 사랑하는 조안나의 모습..옛날영화스러운 스토리였다ㅠㅠ"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,초반부 너무 지루했습니다.연기도 내용도 전반적으로 좀 엉성했는데 잠수함씬은 나름 괜찮았어요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,잼나게 봤어요..연기력은 모 두말하면 잔소리지만극보수 일베들은 관람불가~~ㅋㅋㅋ
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,핵노잼~~완전~~~
